word1	word2	label	fold
carp	seafood	True	test
music	monarch	False	test
goat	mammal	True	test
piper	musician	True	test
intranet	negation	False	test
ipod	system	True	test
barrier	psychotherapy	False	test
crab	invertebrate	True	test
baggage	container	True	test
editorial	prose	True	test
locomotive	vehicle	True	test
shaving	cleaning	True	test
projectile	limb	False	test
pronoun	word	True	test
feeling	artillery	False	test
ambassador	worker	True	test
felony	transgression	True	test
freeway	district	False	test
passageway	corridor	False	test
arithmetic	discipline	True	test
felony	panda	False	test
pet	animal	True	test
lamb	animal	True	test
organ	animal	False	test
breeze	physiology	False	test
seawater	water	True	test
nanny	adult	True	test
gale	phenomenon	True	test
liquid	standing	False	test
principle	idea	True	test
gorilla	mammal	True	test
yellow	protein	False	test
sauna	room	True	test
insect	animal	True	test
moratorium	pause	True	test
investment	transaction	True	test
mammal	intranet	False	test
midwife	alcohol	False	test
benzene	chemical	True	test
animal	robin	False	test
pram	vehicle	True	test
adult	tree	False	test
moth	insect	True	test
carnage	murder	True	test
walnut	seed	True	test
writer	dramatist	False	test
employee	worker	True	test
pudding	food	True	test
polymerase	treatment	False	test
toast	antibiotic	False	test
digit	ix	False	test
wrath	science	False	test
dart	projectile	True	test
acoustics	discipline	True	test
vehicle	woman	False	test
mammal	disease	False	test
librarian	document	False	test
emotion	anger	False	test
massage	treatment	True	test
athlete	filly	False	test
conversion	transformation	True	test
reservist	serviceman	True	test
anaesthetist	professional	True	test
organ	uterus	False	test
bull	animal	True	test
bounty	payment	True	test
baby	offspring	True	test
handgun	weapon	True	test
phenomenon	gale	False	test
generator	apparatus	True	test
inn	building	True	test
apprehension	fear	True	test
child	sherry	False	test
toddler	child	True	test
toast	bread	True	test
race	dioxin	False	test
electronics	discipline	True	test
beverage	list	False	test
mischief	collagen	False	test
graft	tissue	True	test
strawberry	alcohol	False	test
statement	contract	False	test
elite	people	True	test
reliability	trait	True	test
trumpeter	performer	True	test
panda	animal	True	test
animal	reindeer	False	test
meeting	orchid	False	test
animal	immigration	False	test
building	theater	False	test
crocodile	animal	True	test
bingo	game	True	test
hymn	song	True	test
hamlet	community	True	test
aphid	invertebrate	True	test
alloy	bronze	False	test
school	gymnasium	False	test
lactose	chemical	True	test
pistol	athlete	False	test
leaf	petal	False	test
aircraft	letter	False	test
champagne	wine	True	test
concept	gastropod	False	test
thief	criminal	True	test
apathy	magnitude	False	test
cellist	puppy	False	test
sherry	liquid	True	test
integer	fish	False	test
migrant	traveler	True	test
asp	snake	True	test
bluegrass	herb	True	test
boat	reformer	False	test
bread	toast	False	test
consistency	fly	False	test
jigsaw	tool	True	test
road	freeway	False	test
fluid	rum	False	test
building	mosque	False	test
turkey	bird	True	test
animal	turkey	False	test
attack	animal	False	test
bear	webcam	False	test
ferry	vehicle	True	test
text	invitation	False	test
phenomenon	compensation	False	test
mammal	enzyme	False	test
aircraft	biplane	False	test
wine	fluid	True	test
trolley	soloist	False	test
chalet	house	True	test
suburb	district	True	test
observatory	building	True	test
tool	celery	False	test
pesticide	insecticide	False	test
stag	eagle	False	test
ox	animal	True	test
mesothelioma	maker	False	test
pontoon	boat	True	test
ant	spokeswoman	False	test
nematode	invertebrate	True	test
message	asylum	False	test
reimbursement	insect	False	test
anniversary	lingerie	False	test
quartz	solid	True	test
hostess	host	True	test
aphid	insect	True	test
studio	workplace	True	test
peptide	chemical	True	test
knife	tool	True	test
calf	worker	False	test
airman	sociology	False	test
information	corporation	False	test
software	fruit	False	test
stepfather	ancestor	True	test
anorexia	fixture	False	test
sloop	rector	False	test
penguin	animal	True	test
theatre	building	True	test
jewel	gunboat	False	test
aircrew	crew	True	test
policeman	theft	False	test
antibiotic	drug	True	test
disco	music	True	test
liquid	road	False	test
science	oncology	False	test
official	science	False	test
saying	motto	False	test
medicine	discipline	True	test
facade	surface	True	test
vertebrate	hedgehog	False	test
liquor	odyssey	False	test
percussionist	performer	True	test
hound	python	False	test
fluorescence	phenomenon	True	test
charity	institution	True	test
vicar	leader	True	test
mater	turret	False	test
floor	surface	True	test
man	adult	True	test
chilli	vegetable	True	test
gasoline	hydrocarbon	True	test
porter	workman	True	test
veil	garment	True	test
butterfly	vertebrate	False	test
sport	garment	False	test
tower	silo	False	test
dog	kingfisher	False	test
room	classroom	False	test
ecstasy	emotion	True	test
smallpox	illness	True	test
molecule	vehicle	False	test
cat	carnivore	True	test
melanoma	tumor	True	test
cabbage	aspirin	False	test
cheese	kettle	False	test
jelly	chapel	False	test
payment	wage	False	test
twenty	integer	True	test
roofing	recovery	False	test
transformation	conversion	False	test
road	highway	False	test
pheasant	animal	True	test
phenomenon	rain	False	test
classroom	music	False	test
dinner	meal	True	test
heat	energy	True	test
prelate	clergyman	True	test
fullback	athlete	True	test
porter	worker	True	test
disease	diabetes	False	test
cabbage	toast	False	test
electronics	professional	False	test
worm	invertebrate	True	test
sonata	symphony	False	test
progenitor	father	False	test
vegetable	artiste	False	test
writer	armchair	False	test
carnivore	glider	False	test
affection	organization	False	test
food	candy	False	test
laptop	ice	False	test
preamble	section	True	test
document	covenant	False	test
battleship	vehicle	True	test
teacher	professional	True	test
foundry	typhoon	False	test
mammal	bitterness	False	test
technician	worker	True	test
illness	digit	False	test
ship	submarine	False	test
heterogeneity	vertebrate	False	test
cancer	drummer	False	test
criminal	bird	False	test
tar	chemical	True	test
ale	alcohol	True	test
gown	clothing	True	test
housing	supper	False	test
rage	emotion	True	test
worker	airman	False	test
magnitude	beverage	False	test
serviceman	soldier	False	test
batsman	player	True	test
emigrant	migrant	True	test
melon	solid	True	test
sport	histogram	False	test
convent	dwelling	True	test
subcommittee	fresco	False	test
sherry	cancer	False	test
beverage	sherry	False	test
wage	airplane	False	test
information	documentation	False	test
seafood	worker	False	test
hypnotherapy	therapy	True	test
kidnapping	crime	True	test
aristocrat	relative	False	test
granny	relative	True	test
feeling	desire	False	test
gunner	serviceman	True	test
radar	instrument	True	test
bonnet	vehicle	False	test
container	technician	False	test
height	dimension	True	test
worker	pilot	False	test
telescope	instrument	True	test
netball	vehicle	False	test
officer	serviceman	True	test
chamber	enclosure	True	test
molecule	cancer	False	test
gent	entertainer	False	test
cocktail	affection	False	test
leg	microorganism	False	test
molecule	carbohydrate	False	test
joker	entertainer	True	test
convention	meeting	True	test
compass	instrument	True	test
mischief	hydrocarbon	False	test
surgeon	professional	True	test
pc	computer	True	test
sailor	forearm	False	test
armchair	chair	True	test
ointment	smallpox	False	test
theology	phenomenon	False	test
digit	iv	False	test
mother	relative	True	test
anger	emotion	True	test
laborer	worker	True	test
sloop	vehicle	True	test
apathy	feeling	True	test
animal	organization	False	test
sausage	crew	False	test
gent	adult	True	test
fox	mammal	True	test
bitterness	emotion	True	test
chemotherapy	rum	False	test
overhead	cost	True	test
color	green	False	test
sailor	oil	False	test
dentistry	medicine	True	test
animal	bitterness	False	test
fish	shark	False	test
meningitis	illness	True	test
animal	affidavit	False	test
gun	crusade	False	test
polymer	oil	False	test
preconception	belief	True	test
sulphate	chemical	True	test
poet	writer	True	test
cancer	mesothelioma	False	test
tomorrow	day	True	test
storyteller	communicator	True	test
memo	record	True	test
heterogeneity	discipline	False	test
statement	ship	False	test
luncheon	meal	True	test
request	ultimatum	False	test
song	piper	False	test
pirate	criminal	True	test
alley	thoroughfare	True	test
scientist	henchman	False	test
miner	arthritis	False	test
fullback	baronetcy	False	test
shark	assortment	False	test
therapy	machine	False	test
waiter	waitress	False	test
vehicle	sloop	False	test
windfall	bird	False	test
statement	accusation	False	test
aesthetic	doctrine	True	test
campsite	discipline	False	test
benzene	cottage	False	test
rum	drug	True	test
parenthesis	symbol	True	test
tree	almond	False	test
pilot	worker	True	test
travel	safari	False	test
terror	emotion	True	test
church	fence	False	test
worker	postman	False	test
disorder	insomnia	False	test
criminal	drone	False	test
eater	vegan	False	test
building	potato	False	test
vegetable	vehicle	False	test
tree	holly	False	test
highway	road	True	test
comedian	performer	True	test
spacecraft	equipment	True	test
bowling	game	True	test
retina	tissue	True	test
chocolate	food	True	test
golf	sport	True	test
bassist	entertainer	True	test
housekeeper	servant	True	test
drug	hall	False	test
psoriasis	disease	True	test
rat	mammal	True	test
apostle	believer	True	test
yearning	feeling	True	test
toad	animal	True	test
telephony	telecommunication	True	test
vertebrate	chariot	False	test
entertainer	cellist	False	test
committee	organization	True	test
dogma	ship	False	test
produce	music	False	test
disease	lupus	False	test
orange	solid	True	test
communicator	writer	False	test
rifle	psychoanalysis	False	test
mother	progenitor	True	test
eleven	integer	True	test
artiste	entertainer	True	test
throne	chair	True	test
dioxide	military	False	test
farmhouse	house	True	test
magpie	animal	True	test
mesothelioma	cancer	True	test
statement	spouse	False	test
mammal	goat	False	test
fallacy	produce	False	test
mammal	horse	False	test
vicar	suit	False	test
contractor	declaration	False	test
manor	housing	True	test
software	food	False	test
electrician	granny	False	test
nipple	organ	True	test
list	enumeration	False	test
chemical	food	False	test
wine	football	False	test
organization	club	False	test
invertebrate	gastropod	False	test
apathy	mammal	False	test
record	autobiography	False	test
seabird	vertebrate	True	test
container	pouch	False	test
priest	pocket	False	test
misfortune	calamity	False	test
section	preamble	False	test
bead	jewelry	True	test
obstruction	performer	False	test
crystal	leader	False	test
fruit	olive	False	test
wife	beer	False	test
deanery	building	True	test
disorder	symbol	False	test
disability	hare	False	test
milk	liquid	True	test
tumour	illness	True	test
hare	animal	True	test
kettle	container	True	test
vicinity	area	True	test
discipline	housing	False	test
murderer	competitiveness	False	test
laborer	solid	False	test
pilgrimage	crew	False	test
tumor	pasta	False	test
motorcycle	karaoke	False	test
jam	food	True	test
neuroscience	science	True	test
container	garment	False	test
encyclopedia	ale	False	test
curve	publication	False	test
love	feeling	True	test
louse	insect	True	test
animal	color	False	test
beer	beverage	True	test
archbishop	garment	False	test
snippet	feeling	False	test
spinach	herb	True	test
cataract	illness	True	test
animal	lamb	False	test
logo	signal	True	test
mime	performer	True	test
illness	mesothelioma	False	test
bureau	organization	True	test
thunderstorm	storm	True	test
booze	beverage	True	test
nerve	tissue	True	test
human	vertebrate	True	test
gastropod	music	False	test
roofing	equipment	True	test
spectrometer	instrument	True	test
oyster	science	False	test
workman	fruit	False	test
kestrel	liquor	False	test
note	cockroach	False	test
ticket	document	True	test
odyssey	travel	True	test
collagen	shopkeeper	False	test
container	terminal	False	test
shrine	building	True	test
document	affidavit	False	test
final	cotton	False	test
ecstasy	sport	False	test
bassist	musician	True	test
ferret	carnivore	True	test
athlete	cricketer	False	test
biochemistry	enzymology	False	test
perseverance	trait	True	test
telly	receiver	True	test
pheasant	vertebrate	True	test
mob	crowd	True	test
psychiatry	science	True	test
dance	art	True	test
instrument	royalty	False	test
netball	game	True	test
bungalow	house	True	test
reformer	crime	False	test
mackerel	seafood	True	test
drug	jurisprudence	False	test
illness	smallpox	False	test
post	rabbit	False	test
lactose	pony	False	test
relief	herb	False	test
calf	animal	True	test
standing	ape	False	test
stocking	commodity	True	test
baroness	aristocrat	True	test
piracy	crime	True	test
surprise	guesthouse	False	test
disorder	laboratory	False	test
drug	anaesthetic	False	test
sport	football	False	test
porter	panic	False	test
adrenaline	neurotransmitter	True	test
maple	wood	True	test
professorship	occupation	True	test
goose	victim	False	test
physiotherapist	therapist	True	test
courtroom	room	True	test
bear	vertebrate	True	test
heat	ticket	False	test
craftsman	professional	True	test
sedan	car	True	test
vole	vertebrate	True	test
fabric	sunshine	False	test
underside	boundary	True	test
hair	beard	False	test
jeweller	maker	True	test
computer	laptop	False	test
limousine	workbook	False	test
sociologist	panda	False	test
falsehood	flea	False	test
tortoise	animal	True	test
brother	kinsman	True	test
therapy	son	False	test
competitiveness	dentistry	False	test
premier	representative	True	test
navy	organization	True	test
penguin	seabird	True	test
gunboat	boat	True	test
pram	greyhound	False	test
balloon	aircraft	True	test
excitement	feeling	True	test
stocking	bird	False	test
panda	mammal	True	test
commodity	stocking	False	test
vintage	beverage	True	test
chemical	carbonate	False	test
iv	digit	True	test
motorist	driver	True	test
science	math	False	test
cassette	container	True	test
dwelling	chateau	False	test
cool	temperature	True	test
cemetery	site	True	test
eating	consumption	True	test
stallion	horse	True	test
terrier	dog	True	test
alderman	representative	True	test
hamster	science	False	test
liqueur	feeling	False	test
alcohol	hotel	False	test
editor	worker	True	test
molecule	monoclonal	False	test
passion	feeling	True	test
woodpecker	animal	True	test
stag	animal	True	test
beverage	beer	False	test
airplane	chalet	False	test
physician	professional	True	test
playlist	information	True	test
word	flu	False	test
cocktail	alcohol	True	test
chemotherapy	care	True	test
movie	documentary	False	test
badminton	sport	True	test
petroleum	payment	False	test
grandparent	grandfather	False	test
spouse	commodity	False	test
payment	overpayment	False	test
vertebrate	crystal	False	test
vegan	eater	True	test
interoperability	height	False	test
tissue	skin	False	test
robin	vertebrate	True	test
baritone	adrenaline	False	test
supercomputer	computer	True	test
integer	ten	False	test
wine	alcohol	True	test
funeral	ceremony	True	test
rainwater	water	True	test
dog	word	False	test
feeling	envy	False	test
supper	meal	True	test
screenwriter	writer	True	test
multiculturalism	doctrine	True	test
elephant	animal	True	test
bridesmaid	woman	True	test
entertainer	trumpeter	False	test
maggot	animal	True	test
maid	bench	False	test
castle	dwelling	True	test
swine	humankind	False	test
cottage	housing	True	test
explosive	dynamite	False	test
surprise	feeling	True	test
pudding	wind	False	test
leader	pope	False	test
worker	furniture	False	test
chamber	animal	False	test
wage	payment	True	test
odour	sensation	True	test
bull	mammal	True	test
disease	gall	False	test
tanker	vehicle	True	test
documentary	movie	True	test
physiotherapy	therapy	True	test
rue	herb	True	test
brook	stream	True	test
animal	python	False	test
animal	kangaroo	False	test
vertebrate	panda	False	test
cheese	food	True	test
anaesthetist	adult	True	test
wood	maple	False	test
goose	vertebrate	True	test
skin	tissue	True	test
tumor	laborer	False	test
furniture	throne	False	test
kindergarten	symbol	False	test
soldier	serviceman	True	test
hedgehog	rodent	True	test
ointment	drug	True	test
relief	kidnapping	False	test
chancellor	basket	False	test
tower	aneurysm	False	test
bingo	fluid	False	test
salesman	ache	False	test
vehicle	elm	False	test
mule	animal	True	test
calculation	procedure	True	test
liquid	liquor	False	test
player	physiotherapy	False	test
pew	bench	True	test
environmentalist	entertainer	False	test
dish	integer	False	test
occupation	cleaning	False	test
warbler	entertainer	True	test
mistress	woman	True	test
bookmark	marker	True	test
cockroach	insect	True	test
kestrel	falcon	True	test
logic	discipline	True	test
freeware	software	True	test
statesman	buggy	False	test
granddaughter	offspring	True	test
goalkeeper	player	True	test
player	batsman	False	test
hair	desire	False	test
helicopter	courthouse	False	test
massage	petroleum	False	test
sport	swimming	False	test
battleship	ship	True	test
cellist	entertainer	True	test
asp	reptile	True	test
beer	railway	False	test
solid	cookie	False	test
crab	illness	False	test
vertebrate	bat	False	test
writer	poet	False	test
adult	gent	False	test
turret	tower	True	test
mollusc	animal	True	test
psychoanalysis	work	True	test
feeling	doctrine	False	test
terminal	facility	True	test
dermatitis	tumor	False	test
man	pronoun	False	test
animal	kestrel	False	test
etching	discipline	False	test
crusade	undertaking	True	test
manor	archbishop	False	test
stag	mammal	True	test
football	sport	True	test
airman	worker	True	test
housing	monastery	False	test
inhabitant	resident	False	test
artwork	integer	False	test
enumeration	list	True	test
cat	locomotive	False	test
symbol	leaf	False	test
biochemistry	science	True	test
ore	clown	False	test
motel	building	True	test
priory	tycoon	False	test
ache	pain	True	test
grandchild	drug	False	test
cancer	melanoma	False	test
writer	communicator	True	test
fruit	illness	False	test
stallion	animal	True	test
chant	boss	False	test
throne	furniture	True	test
sherry	wine	True	test
carbonate	worker	False	test
bureau	leaf	False	test
payment	hostess	False	test
lady	adult	True	test
symposium	meeting	True	test
commodity	car	False	test
trouser	geometry	False	test
end	inn	False	test
lingerie	remorse	False	test
champagne	etching	False	test
rainforest	vegetation	True	test
polymer	chemical	True	test
stocking	limousine	False	test
copyright	right	True	test
art	cost	False	test
protein	collagen	False	test
monsoon	wind	True	test
businessman	tycoon	False	test
midwife	professional	True	test
pharmacology	science	True	test
affidavit	document	True	test
car	limousine	False	test
bourgeoisie	association	False	test
lion	animal	True	test
folly	trait	True	test
illness	document	False	test
trait	maker	False	test
leader	statesman	False	test
roster	list	True	test
turquoise	crystal	True	test
auto	vehicle	True	test
magistrate	official	True	test
clothing	kilt	False	test
liqueur	ten	False	test
math	science	True	test
limousine	car	True	test
animal	funeral	False	test
carcinoma	cancer	True	test
idea	value	False	test
holly	official	False	test
anaesthetic	drug	True	test
chair	armchair	False	test
symphony	sonata	True	test
lymphoma	tumor	True	test
agony	decoration	False	test
plum	tree	True	test
publication	bestseller	False	test
mummy	ancestor	True	test
blaze	combustion	True	test
conduit	aqueduct	False	test
reptile	list	False	test
ape	book	False	test
castle	house	True	test
value	idea	True	test
illness	tumour	False	test
edge	boundary	True	test
terrier	carnivore	True	test
vertebrate	art	False	test
liquid	beverage	False	test
parapet	insect	False	test
range	magnitude	True	test
disappointment	feeling	True	test
tool	fluid	False	test
therapy	psychoanalysis	False	test
dancer	autobiography	False	test
condominium	gymnasium	False	test
roadway	road	True	test
race	contest	True	test
sailor	privateer	False	test
chemical	rat	False	test
waitress	employee	True	test
mariner	worker	True	test
enzymology	biochemistry	True	test
entertainer	biologist	False	test
gladiator	combatant	True	test
shortcut	road	True	test
vertebrate	worker	False	test
falcon	calculation	False	test
performer	physiotherapy	False	test
militia	organization	True	test
tern	vertebrate	True	test
jacket	garment	True	test
snail	bull	False	test
storm	typhoon	False	test
firm	publisher	False	test
vehicle	vintage	False	test
henchman	criminal	True	test
relative	infant	False	test
contract	statement	True	test
performer	soprano	False	test
machine	biochemistry	False	test
enzyme	molecule	True	test
adult	librarian	False	test
clergyman	archbishop	False	test
barrier	obstruction	True	test
adult	instrument	False	test
racing	sport	True	test
cage	enclosure	True	test
hypnotherapy	treatment	True	test
traveler	performer	False	test
duck	bird	True	test
ware	shirt	False	test
alcohol	container	False	test
cook	worker	True	test
antibody	nematode	False	test
feeling	benzodiazepine	False	test
candy	food	True	test
adrenaline	chemical	True	test
organ	penis	False	test
narrative	wine	False	test
seaplane	vehicle	True	test
vertebrate	corporation	False	test
spouse	relative	True	test
whiskey	dagger	False	test
trait	goose	False	test
adult	physician	False	test
casket	container	True	test
molecule	locomotive	False	test
cow	chocolate	False	test
chick	smuggler	False	test
priory	house	True	test
workplace	snippet	False	test
lesbian	dyke	False	test
sensation	fragrance	False	test
food	sandwich	False	test
importation	commerce	True	test
sir	man	True	test
warship	vehicle	True	test
leprosy	illness	True	test
animal	lion	False	test
rector	leader	True	test
patience	ceremony	False	test
worker	cook	False	test
performer	artiste	False	test
frustration	feeling	True	test
insect	cricket	False	test
fillet	meat	True	test
missile	weapon	True	test
fish	kestrel	False	test
graveyard	transaction	False	test
husband	competitiveness	False	test
song	music	True	test
berry	solid	True	test
quarterback	player	True	test
stereo	equipment	True	test
convent	building	True	test
knuckle	joint	True	test
woman	mistress	False	test
artist	beverage	False	test
commodity	dryer	False	test
discipline	anatomy	False	test
feeder	animal	True	test
bird	turkey	False	test
stag	virus	False	test
scarf	garment	True	test
acid	chemical	True	test
artery	vessel	True	test
boat	chair	False	test
empress	ruler	True	test
champagne	alcohol	True	test
galley	vehicle	True	test
criminology	discipline	True	test
magnitude	radius	False	test
accusation	statement	True	test
relative	son	False	test
dryer	cottage	False	test
offspring	granddaughter	False	test
whiskey	liquid	True	test
foundry	plant	True	test
fish	animal	True	test
title	text	True	test
catcher	player	True	test
algebra	potato	False	test
drummer	performer	True	test
animal	chick	False	test
checklist	list	True	test
vehicle	warship	False	test
binder	performer	False	test
